SnakeLean.IsFaithful₁.faithful	SnakeLean.IsFaithful₁	
SnakeLean.AbCatHom.preservesFiniteColimits	SnakeLean.AbCatOf.category SnakeLean.AbCatClass SnakeLean.AbCatOf.carrier SnakeLean.AbCatHom.functor SnakeLean.AbCatOf SnakeLean.AbCatHom	
SnakeLean.SnakeTop.iBar	SnakeLean.HasBizero SnakeLean.SnakeTop.I SnakeLean.SnakeTop	
CategoryTheory.ObjectProperty.serreSaturation_of_twoStepKS	CategoryTheory.ObjectProperty.TwoStepKS CategoryTheory.ObjectProperty.serreSaturation	
SnakeLean.instPreservesFiniteLimitsZeroCat	SnakeLean.ZeroCat SnakeLean.ZeroCat.category	SnakeLean.instPreservesLimitsOfShapeZeroCat
SnakeLean.IsTotallyNormalEpi.rec	SnakeLean.IsTotallyNormalEpi SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.IsTotallyNormalEpi.mk	
SnakeLean.precompIdIso		
SnakeLean.SupOf.mem	SnakeLean.SupOf.completeLattice SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.LatticeClass SnakeLean.LatticeClass.Mem	
SnakeLean.isSES_op_iff	SnakeLean.HasBizero SnakeLean.bizeroOp SnakeLean.IsSES	SnakeLean.isSES_op SnakeLean.isSES_of_op
CategoryTheory.ObjectProperty.le_serreJoin_left	CategoryTheory.ObjectProperty.serreJoin	
SnakeLean.IsStrong.rec	SnakeLean.IsStrong SnakeLean.IsStrong.mk SnakeLean.IsNull	
SnakeLean.SnakeHalf.I	SnakeLean.HasBizero SnakeLean.SnakeHalf	
SnakeLean.isPureSnake_locallyDiscrete	SnakeLean.IsPureSnake SnakeLean.hasBizeroLD SnakeLean.zeroLD	SnakeLean.twoDiExact_locallyDiscrete SnakeLean.isPureSnake_of_twoDiExact SnakeLean.isStrongLD
SnakeLean.cosquareIso		
SnakeLean.ZeroCat.isZero	SnakeLean.ZeroCat SnakeLean.ZeroCat.category	SnakeLean.ZeroCat.instSubsingletonHom
SnakeLean.SnakeHalf.hqi	SnakeLean.SnakeHalf.Q SnakeLean.HasBizero SnakeLean.SnakeHalf SnakeLean.IsTwoCokernel SnakeLean.SnakeHalf.I SnakeLean.SnakeHalf.i SnakeLean.SnakeHalf.qi	
SnakeLean.SnakeHalf.KT	SnakeLean.HasBizero SnakeLean.SnakeHalf	
SnakeLean.MorphismPure.rec	SnakeLean.MorphismPure SnakeLean.MorphismPure.mk	
SnakeLean.twoZExactOp	SnakeLean.HasBizero SnakeLean.TwoZExact SnakeLean.bizeroOp	SnakeLean.isTwoKernel_op SnakeLean.HasTwoCokernel.mk SnakeLean.isTwoCokernel_twoCokernel SnakeLean.IsTwoKernel SnakeLean.twoCokernelObj SnakeLean.TwoZExact.mk SnakeLean.isTwoKernel_twoKernel SnakeLean.HasTwoKernel.mk SnakeLean.IsTwoCokernel SnakeLean.TwoZExact.toHasTwoKernel SnakeLean.twoKernelObj SnakeLean.TwoZExact.toHasTwoCokernel SnakeLean.twoCokernel SnakeLean.twoKernel SnakeLean.isTwoCokernel_op
CategoryTheory.ObjectProperty.instIsClosedUnderExtensionsInverseImage_snakeLean		
SnakeLean.ZeroCat		
CategoryTheory.ObjectProperty.HasNonzeroSub		
SnakeLean.IsNull.iso_ext	SnakeLean.IsStrong SnakeLean.IsNull	SnakeLean.IsNull.eq_of_isIso
CategoryTheory.ObjectProperty.instPreservesLimitsOfShapeFullSubcategoryWalkingParallelPairι_snakeLean		CategoryTheory.ObjectProperty.isClosedUnderEqualizers_of_isSerreClass
SnakeLean.IsTwoKernel.casesOn	SnakeLean.IsEssNull SnakeLean.IsTwoKernel.mk SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoMono	SnakeLean.IsTwoKernel.rec
SnakeLean.instPreservesLimitsOfShapeZeroCatFromZeroFunctor	SnakeLean.ZeroCat SnakeLean.ZeroCat.category SnakeLean.fromZeroFunctor	SnakeLean.instPreservesLimitZeroCatFromZeroFunctor
SnakeLean.normalEpiCompOp	SnakeLean.NormalEpiComp SnakeLean.NormalMonoComp SnakeLean.HasBizero SnakeLean.bizeroOp	SnakeLean.isNormalEpi_op SnakeLean.IsNormalEpi SnakeLean.isNormalMono_of_op SnakeLean.NormalEpiComp.mk SnakeLean.NormalMonoComp.isNormalMono_comp
SnakeLean.isNormal_ke_comp_b	SnakeLean.DPN SnakeLean.NormalEpiComp SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.IsTwoCokernel SnakeLean.TwoZExact SnakeLean.IsSES	SnakeLean.IsSES.isTwoCokernel SnakeLean.IsSES.isTwoKernel SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull.comp SnakeLean.IsZeroAntinormal.mk SnakeLean.IsTwoCokernel.isEssNull_comp SnakeLean.isNormalEpi_comp_coim SnakeLean.isHSD_of_dpn
SnakeLean.isPureSnake_modSup	SnakeLean.modularClass SnakeLean.zeroSup SnakeLean.IsPureSnake SnakeLean.bicategorySup SnakeLean.SupOf SnakeLean.hasBizeroSup	SnakeLean.isStrongSup SnakeLean.twoDiExactModSup SnakeLean.isPureSnake_of_twoDiExact SnakeLean.strictSup
SnakeLean.isPureSnake_of_isHSD	SnakeLean.IsStrong SnakeLean.IsPureSnake SnakeLean.IsHSD SnakeLean.HasBizero	SnakeLean.IsSES.isTwoCokernel SnakeLean.IsSES.isTwoKernel SnakeLean.isTwoCokernel_dinversion_of_ladder SnakeLean.isPureSnake_of_isHSD.match_1_5 SnakeLean.isPureSnake_of_isHSD.match_1_3 SnakeLean.IsTwoKernel SnakeLean.isZeroAntinormal_of_ladder SnakeLean.isNormal_iff_isEquiv1_comparison SnakeLean.IsNormal SnakeLean.IsTwoCokernel SnakeLean.isPureSnake_of_isHSD.match_1_1 SnakeLean.isTwoKernel_dinversion_of_ladder SnakeLean.IsSES SnakeLean.IsEquiv1
SnakeLean.transposes_of_isModularLattice	SnakeLean.Transposes	SnakeLean.dualModularPair_of_isModularLattice SnakeLean.ModularPair SnakeLean.DualModularPair SnakeLean.modularPair_of_isModularLattice SnakeLean.transposes_iff
SnakeLean.isEquiv1_of_factor	SnakeLean.IsTwoMono SnakeLean.IsEquiv1	SnakeLean.IsTwoMono.preimageIso
CategoryTheory.ObjectProperty.instIsClosedUnderSubobjectsModuleCatAnnBy	CategoryTheory.ObjectProperty.annBy	
SnakeLean.reflectsNull_op	SnakeLean.CoreflectsNull SnakeLean.ReflectsNull	SnakeLean.IsEssNull SnakeLean.isEssNull_op SnakeLean.isEssNull_of_op
SnakeLean.IsTotallyNormalEpi.total	SnakeLean.IsTotallyNormalEpi SnakeLean.IsNormalEpi SnakeLean.HasBizero	
SnakeLean.IsTwoKernel.of_isTwoCokernel	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel	SnakeLean.isTwoKernel_op SnakeLean.isTwoKernel_of_op SnakeLean.strictOp SnakeLean.isStrongOp SnakeLean.bizeroOp SnakeLean.IsTwoCokernel.of_isTwoKernel SnakeLean.isTwoCokernel_op
SnakeLean.IsCofaithful₁.rec	SnakeLean.IsCofaithful₁.mk SnakeLean.IsCofaithful₁	
SnakeLean.SnakeHalf	SnakeLean.HasBizero	
SnakeLean.Pentagon.recOn	SnakeLean.Pentagon.y SnakeLean.Pentagon.bot SnakeLean.Pentagon.z SnakeLean.Pentagon SnakeLean.Pentagon.x SnakeLean.Pentagon.top	SnakeLean.Pentagon.rec
SnakeLean.isTwoCokernel_upProj	SnakeLean.zeroSup SnakeLean.SupOf.completeLattice SnakeLean.bicategorySup SnakeLean.upSeg SnakeLean.SupOf SnakeLean.IsTwoCokernel SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.hasBizeroSup SnakeLean.upProj SnakeLean.LatticeClass SnakeLean.instFunLikeHom	SnakeLean.IsTwoCokernel.mk SnakeLean.IsEssNull SnakeLean.isTwoEpi_upProj SnakeLean.upRestrict SnakeLean.isEssNull_iff_forall SnakeLean.instSSupHomClassHom
SnakeLean.nsfl_isNormalMono'	SnakeLean.IsNormalMono SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.IsTwoMono SnakeLean.HasTwoKernel SnakeLean.MorphismSES SnakeLean.MorphismSES.f SnakeLean.MorphismSES.h SnakeLean.MorphismSES.g SnakeLean.IsSES	SnakeLean.IsSES.isTwoKernel SnakeLean.isTwoKernel_twoKernel SnakeLean.nsfl_isNormalMono SnakeLean.twoKernelObj SnakeLean.twoKernel
SnakeLean.isHSD_of_isPureSnake	SnakeLean.IsStrong SnakeLean.IsPureSnake SnakeLean.IsHSD SnakeLean.HasBizero SnakeLean.TwoZExact	SnakeLean.exists_comparison SnakeLean.IsTwoKernel.fac SnakeLean.isTwoCokernel_dinversion_of_ladder SnakeLean.isTwoCokernel_twoCokernel SnakeLean.IsTwoKernel SnakeLean.IsZeroAntinormal.isTwoCokernel_of_isTwoKernel SnakeLean.twoCokernelObj SnakeLean.isNormal_iff_isEquiv1_comparison SnakeLean.IsNormal SnakeLean.isTwoKernel_twoKernel SnakeLean.IsTwoCokernel SnakeLean.TwoZExact.toHasTwoKernel SnakeLean.twoKernelObj SnakeLean.TwoZExact.toHasTwoCokernel SnakeLean.IsTwoCokernel.fac SnakeLean.twoCokernel SnakeLean.IsZeroAntinormal SnakeLean.IsSES.mk SnakeLean.twoKernel SnakeLean.isTwoKernel_dinversion_of_ladder SnakeLean.IsSES SnakeLean.IsZeroAntinormal.isTwoKernel_of_isTwoCokernel SnakeLean.IsZeroAntinormal.isEssNull_comp SnakeLean.IsEquiv1
SnakeLean.IsTwoCokernel.of_isTwoKernel	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel	SnakeLean.IsTwoCokernel.mk SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull SnakeLean.IsEssNull.comp_left SnakeLean.IsTwoKernel.fac SnakeLean.IsTwoCokernel.isEssNull_comp SnakeLean.IsTwoCokernel.fac SnakeLean.IsTwoCokernel.isTwoEpi SnakeLean.IsTwoKernel.isEssNull_comp
SnakeLean.IsBipushout.recOn	SnakeLean.cosquareIso SnakeLean.IsBipushout.mk SnakeLean.IsBipushout	SnakeLean.IsBipushout.rec
SnakeLean.isAntinormal_op_iff	SnakeLean.HasBizero SnakeLean.IsAntinormal SnakeLean.bizeroOp	SnakeLean.isAntinormal_op SnakeLean.isAntinormal_of_op
SnakeLean.MorphismSES.noConfusionType	SnakeLean.MorphismSES	SnakeLean.MorphismSES.casesOn
SnakeLean.nsfl_isEquiv1	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.MorphismSES SnakeLean.IsTwoCokernel SnakeLean.MorphismSES.f SnakeLean.MorphismSES.h SnakeLean.MorphismSES.g SnakeLean.IsEquiv1	SnakeLean.IsNormalMono SnakeLean.IsEquiv1.isTwoMono SnakeLean.nsfl_isNormalEpi SnakeLean.IsEquiv1.isTwoEpi SnakeLean.IsNormalEpi SnakeLean.isEquiv1_of_isNormalMono SnakeLean.nsfl_isNormalMono SnakeLean.IsTwoCokernel.isTwoEpi
TwoVertex.pa.eq_1	TwoVertex.lam TwoVertex.pa	
SnakeLean.IsNormal.of_iso.match_1_1	SnakeLean.IsNormalMono SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.IsNormal	
SnakeLean.IsCofaithful₁		
SnakeLean.naturalComparisonPasting₂	SnakeLean.MorphismPure SnakeLean.HasBizero SnakeLean.MorphismPure.πC SnakeLean.PureSnakeComparison.j SnakeLean.PureSnakeComparison	SnakeLean.PureSnakeComparison.θ
SnakeLean.TwoZExact.casesOn	SnakeLean.HasTwoCokernel SnakeLean.HasBizero SnakeLean.TwoZExact.mk SnakeLean.HasTwoKernel SnakeLean.TwoZExact	SnakeLean.TwoZExact.rec
TwoVertex.serreSaturation_KK_SS	TwoVertex.lam TwoVertex.SS TwoVertex.instIsSerreClassModuleCatSubtypeMatrixFinOfNatNatMemSubalgebraLamKK CategoryTheory.ObjectProperty.serreSaturation TwoVertex.KK	TwoVertex.spanD TwoVertex.KK_isoModSerre_spanF TwoVertex.spanG TwoVertex.spanF TwoVertex.spanA TwoVertex.KK_isoModSerre_spanG TwoVertex.SS_spanA
SnakeLean.kerElt_upProj	SnakeLean.upSeg SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.kerElt SnakeLean.upProj SnakeLean.LatticeClass	SnakeLean.SupOf.completeLattice SnakeLean.kerElt.eq_1 SnakeLean.upProj_apply SnakeLean.categoryStructSup SnakeLean.instFunLikeHom
SnakeLean.PureSnakeComparison.mk.injEq	SnakeLean.PureSnakeComparison.mk SnakeLean.HasBizero SnakeLean.PureSnakeComparison SnakeLean.IsEquiv1	SnakeLean.PureSnakeComparison.mk.noConfusion
SnakeLean.snake_isExactAt_twoKerG	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoMono SnakeLean.MorphismSES SnakeLean.IsExactAt SnakeLean.MorphismSES.f SnakeLean.MorphismSES.h SnakeLean.MorphismSES.g SnakeLean.IsSES	SnakeLean.isEquiv1_id SnakeLean.IsNormalEpi SnakeLean.snake_isTwoKernel_barA SnakeLean.IsEquiv1.isNormalEpi
SnakeLean.SnakeTop.θ	SnakeLean.HasBizero SnakeLean.SnakeTop.r SnakeLean.SnakeTop.i SnakeLean.SnakeTop.I SnakeLean.SnakeTop	
SnakeLean.PureSnakeComparison.mk.sizeOf_spec	SnakeLean.PureSnakeComparison.mk SnakeLean.HasBizero SnakeLean.PureSnakeComparison SnakeLean.IsEquiv1	
SnakeLean.preservesColimitsOfShape_toZeroCat	SnakeLean.ZeroCat SnakeLean.ZeroCat.category	SnakeLean.ZeroCat.instSubsingletonHom
SnakeLean.twoCokernel	SnakeLean.HasTwoCokernel SnakeLean.twoCokernelObj SnakeLean.HasBizero	SnakeLean.HasTwoCokernel.exists_isTwoCokernel SnakeLean.IsTwoCokernel
SnakeLean.MorphismSES.φK	SnakeLean.MorphismSES SnakeLean.MorphismSES.f SnakeLean.MorphismSES.g	
SnakeLean.SupOf.mk.inj	SnakeLean.SupOf SnakeLean.SupOf.mk SnakeLean.LatticeClass SnakeLean.LatticeClass.Mem	SnakeLean.SupOf.mk.noConfusion
SnakeLean.twoZExact_locallyDiscrete	SnakeLean.hasBizeroLD SnakeLean.TwoZExact SnakeLean.zeroLD	SnakeLean.HasTwoCokernel.mk SnakeLean.isTwoCokernel_of_desc SnakeLean.IsTwoKernel SnakeLean.TwoZExact.mk SnakeLean.HasTwoKernel.mk SnakeLean.isTwoKernel_of_lift SnakeLean.IsTwoCokernel
SnakeLean.MorphismPure.mk.noConfusion	SnakeLean.MorphismPure SnakeLean.MorphismPure.mk	SnakeLean.MorphismPure.noConfusion
SnakeLean.AbCatHom.mk	SnakeLean.AbCatOf.category SnakeLean.AbCatClass SnakeLean.AbCatOf.carrier SnakeLean.AbCatOf SnakeLean.AbCatHom SnakeLean.AbCatOf.abelian	
SnakeLean.isTwoCokernel_isTwoEpi_comp_iff	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsTwoEpi SnakeLean.IsTwoCokernel	SnakeLean.isTwoMono_op SnakeLean.IsTwoKernel SnakeLean.strictOp SnakeLean.isTwoKernel_op_iff SnakeLean.isStrongOp SnakeLean.isTwoKernel_comp_isTwoMono_iff SnakeLean.bizeroOp
SnakeLean.postcompMapIso		
CategoryTheory.ObjectProperty.prop_of_linearEquiv		
SnakeLean.MorphismPure.casesOn	SnakeLean.MorphismPure SnakeLean.MorphismPure.mk	SnakeLean.MorphismPure.rec
SnakeLean.IsZeroAntinormal.isTwoCokernel_iff_isEssNull_dinversion	SnakeLean.IsEssNull SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsZeroAntinormal	SnakeLean.isTwoKernel_op SnakeLean.isZeroAntinormal_op SnakeLean.strictOp SnakeLean.IsZeroAntinormal.isTwoKernel_iff_isEssNull_dinversion SnakeLean.isEssNull_op_iff SnakeLean.isTwoKernel_op_iff SnakeLean.isStrongOp SnakeLean.bizeroOp SnakeLean.isTwoCokernel_op
SnakeLean.IsTotallyNormalMono.casesOn	SnakeLean.IsNormalMono SnakeLean.IsTotallyNormalMono.mk SnakeLean.HasBizero SnakeLean.IsTotallyNormalMono	SnakeLean.IsTotallyNormalMono.rec
SnakeLean.IsTwoCokernel.mk	SnakeLean.IsEssNull SnakeLean.HasBizero SnakeLean.IsTwoEpi SnakeLean.IsTwoCokernel	
SnakeLean.IsZeroAntinormal.recOn	SnakeLean.IsNormalMono SnakeLean.IsEssNull SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.IsZeroAntinormal.mk SnakeLean.IsZeroAntinormal	SnakeLean.IsZeroAntinormal.rec
SnakeLean.IsNormalMono.isNormal	SnakeLean.IsNormalMono SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsNormal	SnakeLean.isEquiv1_id SnakeLean.IsNormalEpi SnakeLean.IsEquiv1.isNormalEpi
SnakeLean.LatticeClass.ctorIdx	SnakeLean.LatticeClass	
SnakeLean.isNull_op_iff	SnakeLean.IsNull	SnakeLean.isNull_of_op SnakeLean.isNull_op
SnakeLean.transposes_toDual	SnakeLean.Transposes	SnakeLean.ModularPair SnakeLean.modularPair_iff_toDual SnakeLean.DualModularPair SnakeLean.dualModularPair_iff_toDual SnakeLean.transposes_iff
SnakeLean.SnakeHalf.Q	SnakeLean.HasBizero SnakeLean.SnakeHalf	
CategoryTheory.condSAT_of_isSerreQuotient	CategoryTheory.IsSerreQuotient CategoryTheory.ObjectProperty.CondSAT	CategoryTheory.ObjectProperty.serreSaturation_le_serreJoin CategoryTheory.ObjectProperty.isSerreClass_inverseImage CategoryTheory.IsSerreQuotient.isZero_map_of_prop CategoryTheory.ObjectProperty.serre_le_serreSaturation CategoryTheory.ObjectProperty.serreJoin CategoryTheory.ObjectProperty.serreSaturation CategoryTheory.ObjectProperty.isSerreClass_serreSaturation_iff CategoryTheory.IsSerreQuotient.isSerreClass_map CategoryTheory.ObjectProperty.serreJoin_le CategoryTheory.ObjectProperty.le_serreSaturation CategoryTheory.IsSerreQuotient.essSurj CategoryTheory.ObjectProperty.serreSaturation_of_iso
SnakeLean.IsTwoMono.reflectsNull	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsTwoMono SnakeLean.ReflectsNull	SnakeLean.IsEssNull SnakeLean.IsEssNull.of_comp_isTwoMono
SnakeLean.transpositionSymmetric_of_dpn	SnakeLean.DPN SnakeLean.zeroSup SnakeLean.SupOf.completeLattice SnakeLean.bicategorySup SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.hasBizeroSup SnakeLean.LatticeClass SnakeLean.TranspositionSymmetric	SnakeLean.IsTwoKernel SnakeLean.Transposes SnakeLean.isTwoKernel_upProj_segIncl SnakeLean.seg SnakeLean.isTwoCokernel_segIncl_upProj SnakeLean.isNormal_segIncl_comp_upProj_iff SnakeLean.IsNormal SnakeLean.upSeg SnakeLean.segIncl SnakeLean.IsTwoCokernel SnakeLean.DPN.isNormal_comp_iff SnakeLean.categoryStructSup SnakeLean.upProj
SnakeLean.isTwoCokernel_imgMap	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsTwoEpi SnakeLean.IsTwoCokernel	SnakeLean.IsTwoEpi.comp SnakeLean.IsTwoCokernel.mk SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull SnakeLean.IsEssNull.comp_left SnakeLean.IsTwoEpi.preimageIso SnakeLean.isTwoEpi_of_comp SnakeLean.IsEssNull.comp SnakeLean.IsEssNull.of_comp_isTwoEpi SnakeLean.IsTwoCokernel.isEssNull_comp SnakeLean.IsTwoEpi.toIsCofaithful₁ SnakeLean.IsTwoCokernel.fac SnakeLean.IsTwoCokernel.isTwoEpi
SnakeLean.IsTotallyNormalMono.mk	SnakeLean.IsNormalMono SnakeLean.HasBizero SnakeLean.IsTotallyNormalMono	
SnakeLean.IsSES.rec	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsSES.mk SnakeLean.IsSES	
SnakeLean.IsEquiv1.comp	SnakeLean.IsEquiv1	
CategoryTheory.ObjectProperty.isClosedUnderFiniteProducts_of_isSerreClass		CategoryTheory.ObjectProperty.isClosedUnderBinaryProducts_of_isSerreClass
SnakeLean.isHSD_op_iff	SnakeLean.IsHSD SnakeLean.HasBizero SnakeLean.bizeroOp	SnakeLean.isHSD_of_op SnakeLean.isHSD_op
SnakeLean.IsTwoMono.full	SnakeLean.IsTwoMono	
SnakeLean.Pentagon.instLE	SnakeLean.Pentagon	SnakeLean.Pentagon.le
TwoVertex.spanG	TwoVertex.lam TwoVertex.spanD	TwoVertex.nTwo
SnakeLean.IsCofaithful₁.faithful	SnakeLean.IsCofaithful₁	
SnakeLean.AbCatHom.preservesFiniteLimits	SnakeLean.AbCatOf.category SnakeLean.AbCatClass SnakeLean.AbCatOf.carrier SnakeLean.AbCatHom.functor SnakeLean.AbCatOf SnakeLean.AbCatHom	
SnakeLean.IsEquiv1.nonempty_inv_comp	SnakeLean.IsEquiv1.inv SnakeLean.IsEquiv1	
SnakeLean.exists_kerMap	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero	SnakeLean.IsEssNull.of_iso SnakeLean.IsTwoKernel.fac SnakeLean.IsEssNull.comp SnakeLean.IsTwoKernel.isEssNull_comp
SnakeLean.transposeIso	SnakeLean.SupOf.completeLattice SnakeLean.Transposes SnakeLean.seg SnakeLean.upSeg SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.LatticeClass	
SnakeLean.MorphismSES.mk.noConfusion	SnakeLean.MorphismSES SnakeLean.MorphismSES.mk	SnakeLean.MorphismSES.noConfusion
SnakeLean.SnakeTop.exists_t'	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.SnakeTop.i SnakeLean.SnakeTop.I SnakeLean.SnakeTop SnakeLean.IsTwoCokernel	SnakeLean.SnakeTop.θi SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull.comp_left SnakeLean.IsTwoCokernel.isEssNull_comp SnakeLean.IsTwoCokernel.fac SnakeLean.SnakeTop.iBar
CategoryTheory.ObjectProperty.serreJoin		
SnakeLean.IsTwoKernel.of_iso_right.match_1_1		
SnakeLean.natural_comparison	SnakeLean.MorphismPure SnakeLean.MorphismPure.πX SnakeLean.HasBizero SnakeLean.MorphismPure.πC SnakeLean.PureSnakeComparison.j SnakeLean.IsTwoMono SnakeLean.IsTwoEpi SnakeLean.PureSnakeComparison	SnakeLean.naturalComparisonIso
SnakeLean.AbCatOf.casesOn	SnakeLean.AbCatClass SnakeLean.AbCatClass.Mem SnakeLean.AbCatOf.mk SnakeLean.AbCatOf	SnakeLean.AbCatOf.rec
CategoryTheory.ObjectProperty.exists_maximalSerreSub		
SnakeLean.IsFaithful₁.mk	SnakeLean.IsFaithful₁	
SnakeLean.IsTwoEpi.recOn	SnakeLean.IsTwoEpi.mk SnakeLean.IsTwoEpi	SnakeLean.IsTwoEpi.rec
SnakeLean.MorphismPure.mk	SnakeLean.MorphismPure	
SnakeLean.isStrong_locallyDiscrete	SnakeLean.IsStrong	SnakeLean.IsStrong.mk SnakeLean.eq_of_isNull_locallyDiscrete SnakeLean.IsNull
SnakeLean.twoImg	SnakeLean.HasBizero SnakeLean.twoImgObj SnakeLean.TwoZExact	SnakeLean.twoCokernelObj SnakeLean.TwoZExact.toHasTwoCokernel SnakeLean.twoCokernel SnakeLean.twoKernel
SnakeLean.AbCatOf.noConfusion	SnakeLean.AbCatOf.noConfusionType SnakeLean.AbCatClass SnakeLean.AbCatOf	SnakeLean.AbCatClass.Mem SnakeLean.AbCatOf.casesOn
CategoryTheory.ObjectProperty.instContainsZeroSerreJoin	CategoryTheory.ObjectProperty.serreJoin	
SnakeLean.transposes_iff_bijective	SnakeLean.Transposes SnakeLean.transposeMap	SnakeLean.transposeInv SnakeLean.transposeMap_transposeInv SnakeLean.transpose_gc SnakeLean.transposeInv_transposeMap
SnakeLean.natural_comparison_whisker	SnakeLean.naturalComparisonPasting₂ SnakeLean.MorphismPure SnakeLean.MorphismPure.πX SnakeLean.HasBizero SnakeLean.MorphismPure.πC SnakeLean.PureSnakeComparison.j SnakeLean.naturalComparisonPasting₁ SnakeLean.IsTwoMono SnakeLean.IsTwoEpi SnakeLean.PureSnakeComparison SnakeLean.naturalComparisonIso	SnakeLean.IsTwoMono.faithful SnakeLean.IsTwoEpi.preimageIso SnakeLean.IsTwoEpi.full SnakeLean.IsTwoMono.full SnakeLean.IsTwoEpi.faithful SnakeLean.IsTwoMono.preimageIso
SnakeLean.isHSD_modSup	SnakeLean.modularClass SnakeLean.zeroSup SnakeLean.IsHSD SnakeLean.bicategorySup SnakeLean.SupOf SnakeLean.hasBizeroSup	SnakeLean.twoDiExactModSup SnakeLean.isHSD_of_twoDiExact
SnakeLean.IsSES.isTwoCokernel	SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsSES	
SnakeLean.exists_snakeGeneral_of_special	SnakeLean.IsNormalMono SnakeLean.IsStrong SnakeLean.IsHSD SnakeLean.IsNormalEpi SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.SnakeSpecial SnakeLean.IsNormal SnakeLean.MorphismSES SnakeLean.IsExactAt SnakeLean.IsTwoCokernel SnakeLean.MorphismSES.f SnakeLean.TwoZExact SnakeLean.MorphismSES.h SnakeLean.MorphismSES.g	SnakeLean.IsEssNull.of_iso SnakeLean.isTwoKernel_op SnakeLean.isNormalEpi_op SnakeLean.isSES_of_isTwoCokernel SnakeLean.IsTwoKernel.fac SnakeLean.isSES_of_isTwoKernel SnakeLean.isTwoCokernel_twoCokernel SnakeLean.isExactAt_left_of_shape SnakeLean.MorphismSES.φK SnakeLean.IsTwoCokernel.of_iso SnakeLean.isNormalMono_of_op SnakeLean.isTwoMono_op SnakeLean.isHSD_op SnakeLean.IsTwoEpi.preimageIso SnakeLean.snake_isTwoCokernel_barD SnakeLean.snake_isTwoKernel_barA SnakeLean.isTwoCokernel_isTwoEpi_comp_iff SnakeLean.twoCokernelObj SnakeLean.isNormalEpi_kerComparison SnakeLean.strictOp SnakeLean.isTwoCokernel_coim SnakeLean.IsTwoKernel.of_iso SnakeLean.IsNormalEpi.isTwoEpi SnakeLean.isTwoKernel_twoKernel SnakeLean.isStrongOp SnakeLean.isTwoKernel_comp_isTwoMono_iff SnakeLean.TwoZExact.toHasTwoKernel SnakeLean.exists_kerRestriction SnakeLean.twoKernelObj SnakeLean.TwoZExact.toHasTwoCokernel SnakeLean.IsTwoCokernel.isEssNull_comp SnakeLean.bizeroOp SnakeLean.IsTwoCokernel.fac SnakeLean.isExactAt_right_of_shape SnakeLean.IsTwoCokernel.isTwoEpi SnakeLean.IsTwoKernel.isTwoMono SnakeLean.twoCokernel SnakeLean.exists_cokMap SnakeLean.IsTwoKernel.of_isTwoCokernel SnakeLean.twoKernel SnakeLean.IsNormalMono.isTwoMono SnakeLean.exists_kerMap SnakeLean.IsTwoCokernel.of_isTwoKernel SnakeLean.MorphismSES.mk SnakeLean.IsSES SnakeLean.exists_restriction SnakeLean.exactness_tfae SnakeLean.isTwoCokernel_op SnakeLean.IsTwoMono.preimageIso SnakeLean.IsTwoKernel.isEssNull_comp SnakeLean.IsEquiv1 SnakeLean.isTwoKernel_img SnakeLean.MorphismSES.φQ
